,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
91,ID 73623875,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299147768/,Павловский Посад,sale,flat,2,3,2,57.4,-1,0,6696000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
92,ЭТАЖИ Электросталь,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299531862/,Павловский Посад,sale,flat,4,5,3,60.0,-1,0,4400000,Павловский Посад,1 Мая ,113,,
93,Наталья Штаркина,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300970536/,Павловский Посад,sale,flat,14,17,2,60.0,-1,0,5350000,,,,,Первомайский
94,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300136062/,Павловский Посад,sale,flat,5,5,4,62.1,-1,0,4900000,Павловский Посад, Тимирязева,11,,
95,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452147/,Павловский Посад,sale,flat,5,5,3,69.6,-1,0,6950000,Павловский Посад, Фрунзе,43,,
96,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298968851/,Павловский Посад,sale,flat,1,5,4,62.4,-1,0,5400000,Павловский Посад,Южная ,40,,
97,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/281299822/,Павловский Посад,sale,flat,4,4,4,87.3,-1,0,6700000,Павловский Посад, Кирова,89,,
98,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299099519/,Павловский Посад,sale,flat,5,5,2,44.0,-1,0,4070000,Павловский Посад, Фрунзе,27,,
99,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299374836/,Павловский Посад,sale,flat,5,5,3,62.0,-1,0,6200000,Павловский Посад, Герцена,14,,
100,Татьяна Шестерова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/292502003/,Павловский Посад,sale,flat,6,15,1,40.0,-1,0,6100000,Павловский Посад,Большая Покровская ,60к2,,
101,Наталья Воронина,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300298299/,Павловский Посад,sale,flat,1,5,2,45.8,-1,0,4500000,Павловский Посад,Южная ,30,,
102,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342160/,Павловский Посад,sale,flat,8,9,2,58.0,-1,0,6450000,Павловский Посад,1 Мая ,40Бк2,,
103,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342143/,Павловский Посад,sale,flat,8,9,3,60.6,-1,0,6200000,Павловский Посад, Кирова,60,,
104,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/296708933/,Павловский Посад,sale,flat,5,5,3,50.4,-1,0,4300000,Павловский Посад,1 Мая ,113,,
105,Виктория Борисова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300607293/,Павловский Посад,sale,flat,2,2,1,30.4,-1,0,3300000,Павловский Посад,переулок 1-й 1 Мая,16,,
106,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342123/,Павловский Посад,sale,flat,4,5,3,58.0,-1,0,6000000,Павловский Посад, Фрунзе,29,,
107,Виктория Борисова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300649370/,Павловский Посад,sale,flat,2,15,2,54.4,-1,0,7200000,Павловский Посад,Большая Покровская ,60к2,,
108,Самолет плюс,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298316458/,Павловский Посад,sale,flat,5,5,2,46.0,-1,0,4500000,Павловский Посад,Южная ,34,,
109,Миэль. Офис на Войковской,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299932849/,Павловский Посад,sale,flat,1,3,1,29.0,-1,0,4050000,Павловский Посад, Тихонова,48,,
110,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300196434/,Павловский Посад,sale,flat,2,3,1,37.3,-1,0,4284000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
111,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300440412/,Павловский Посад,sale,flat,4,5,3,58.2,-1,0,5100000,Павловский Посад,Южная ,11,,
112,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452186/,Павловский Посад,sale,flat,4,9,-1,38.0,-1,0,2500000,Павловский Посад, Тихонова,30,,
113,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452140/,Павловский Посад,sale,flat,3,15,1,40.0,-1,0,5300000,Павловский Посад,Большая Покровская ,60к2,,
114,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300322794/,Павловский Посад,sale,flat,2,5,3,66.3,-1,0,6400000,Павловский Посад, Кузьмина,43,,
115,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299104238/,Павловский Посад,sale,flat,1,9,3,57.1,-1,0,5400000,Павловский Посад,Карповская ,11,,
116,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300139635/,Павловский Посад,sale,flat,5,5,2,45.0,-1,0,4620000,Павловский Посад,Южная ,27,,
117,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/297312083/,Павловский Посад,sale,flat,5,5,2,53.3,-1,0,4900000,Павловский Посад, Кузьмина,45,,
118,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/286713217/,Павловский Посад,sale,flat,5,5,3,56.0,-1,0,5650000,Павловский Посад, Тихонова,41,,
119,РеалНедвижимость,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/289897829/,Павловский Посад,sale,flat,9,10,3,99.4,-1,0,9998000,Павловский Посад, Герцена,18Ак2,,
120,ID 77063823,realtor,https://pavlovsky-posad.cian.ru/sale/flat/301712018/,Павловский Посад,sale,flat,4,5,2,48.0,-1,0,4999000,Павловский Посад, Кузьмина,50,,
121,Сбербанк,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/296021096/,Павловский Посад,sale,flat,5,5,2,54.7,-1,0,3306240,Павловский Посад, Кузьмина,42,,
122,Возрождение,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299028941/,Павловский Посад,sale,flat,2,17,2,61.0,-1,0,5249999,,,,,
123,Возрождение,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301023915/,Павловский Посад,sale,flat,6,15,2,69.0,-1,0,8299999,Павловский Посад, Каляева,7,,
124,Геннадий Даниленко,realtor,https://pavlovsky-posad.cian.ru/sale/flat/298369538/,Павловский Посад,sale,flat,2,9,1,29.6,-1,0,3990000,Павловский Посад,проезд Большой железнодорожный,2,,
125,РеалНедвижимость,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301402490/,Павловский Посад,sale,flat,5,5,1,35.2,-1,0,3399000,Павловский Посад, Кузьмина,45,,
126,ЭТАЖИ Электросталь,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300899208/,Павловский Посад,sale,flat,2,4,2,52.0,-1,0,4400000,Павловский Посад, Кирова,91,,
127,ГОРОБМЕН,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300391444/,Павловский Посад,sale,flat,3,5,2,52.4,-1,0,5999000,Павловский Посад,Комсомольский переулок,4,,
128,Надежда Варзова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300424411/,Павловский Посад,sale,flat,3,9,2,48.0,-1,0,4980000,Павловский Посад, Кузьмина,47а,,
129,ID 381321,homeowner,https://pavlovsky-posad.cian.ru/sale/flat/270236458/,Павловский Посад,sale,flat,2,5,2,45.0,-1,0,4449000,Павловский Посад,Южная ,30,,
130,ID 388546,realtor,https://pavlovsky-posad.cian.ru/sale/flat/297128476/,Павловский Посад,sale,flat,2,9,3,57.0,-1,0,6100000,Павловский Посад, Тихонова,30,,
131,ЭТАЖИ Электросталь,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300448072/,Павловский Посад,sale,flat,7,9,2,56.0,-1,0,5950000,Павловский Посад,проезд Большой железнодорожный,64,,
132,ID 66469588,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300383629/,Павловский Посад,sale,flat,8,9,2,60.0,-1,0,6400000,Павловский Посад,1 Мая ,40Бк2,,
133,Этажи Орехово-Зуево,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301561078/,Павловский Посад,sale,flat,7,9,2,51.6,-1,0,5950000,Павловский Посад,проезд Большой железнодорожный,64,,
134,ID 94804153,unknown,https://pavlovsky-posad.cian.ru/sale/flat/299627695/,Павловский Посад,sale,flat,2,10,1,40.5,-1,0,5800000,Павловский Посад, Чапаева,9,,
135,Этажи Орехово-Зуево,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298760474/,Павловский Посад,sale,flat,3,9,2,44.0,-1,0,4050000,Павловский Посад, Каляева,18к1,,
136,ID 71159825,unknown,https://pavlovsky-posad.cian.ru/sale/flat/295200449/,Павловский Посад,sale,flat,5,5,2,46.0,-1,0,4500000,Павловский Посад,Южная ,34,,
137,ЭТАЖИ Электросталь,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300448071/,Павловский Посад,sale,flat,3,9,2,44.0,-1,0,4049000,Павловский Посад, Каляева,18к1,,
138,Юлия Комшина,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299591821/,Павловский Посад,sale,flat,5,17,1,43.3,-1,0,5100000,,,,,
139,ЭТАЖИ Электросталь,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300448073/,Павловский Посад,sale,flat,4,5,3,67.0,-1,0,6400000,Павловский Посад, Кузьмина,43,,
0,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299649960/,Раменское,sale,flat,10,16,2,52.4,-1,0,9085306,Северный, Семейная,7,Некрасовка,Десятка
1,Комфорт,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/300484865/,Раменское,sale,flat,8,16,2,40.3,-1,0,7290000,Северный, Семейная,2,Ипподром,Десятка
2,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299649417/,Раменское,sale,flat,4,16,3,62.43,-1,0,10068329,Северный, Семейная,7,Некрасовка,Десятка
3,МЕТРАЖ,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/300100772/,Раменское,sale,flat,1,5,1,30.7,-1,0,4200000,Центральный,Донинское шоссе,4а,Раменское,
4,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299226036/,Раменское,sale,flat,7,16,2,44.06,-1,0,7313256,Северный, Семейная,7,Некрасовка,Десятка
5,ID 115733017,homeowner,https://ramenskoye.cian.ru/sale/flat/301169627/,Раменское,sale,flat,2,2,3,61.4,-1,0,7965000,Центральный, Михалевича,62,Ипподром,
6,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299226108/,Раменское,sale,flat,16,16,1,37.45,-1,0,6800530,Северный, Семейная,7,Некрасовка,Десятка
7,Семь ключей,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/300673588/,Раменское,sale,flat,1,9,2,50.0,-1,0,6600000,Центральный,Донинское шоссе,10,Ипподром,
8,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299226044/,Раменское,sale,flat,5,16,2,54.34,-1,0,8557277,Северный, Семейная,7,Некрасовка,Десятка
9,Кредит-Центр Недвижимость,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/299733668/,Раменское,sale,flat,5,5,1,30.6,-1,0,3850000,Центральный, Коминтерна,7,Ипподром,
10,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299225997/,Раменское,sale,flat,5,16,2,56.59,-1,0,8925496,Северный, Семейная,7,Некрасовка,Десятка
11,Этажи Москва,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/298901350/,Раменское,sale,flat,1,12,3,75.2,-1,0,7850000,Центральный, Гурьева,4а,Раменское,
12,Эталон,developer,https://ramenskoye.cian.ru/sale/flat/299649391/,Раменское,sale,flat,16,16,2,57.5,-1,0,9992896,Северный, Семейная,7,Некрасовка,Десятка
13,Экспресс-недвижимость,real_estate_agent,https://ramenskoye.cian.ru/sale/flat/300013153/,Раменское,sale,flat,10,16,2,41.1,-1,0,7300000,Северный, Семейная,1,Раменское,Десятка
