,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
666,Ксения Шахматова,realtor,https://www.cian.ru/sale/flat/300488507/,Москва,sale,flat,6,9,1,40.0,-1,0,12700000,Отрадное, Бестужевых,3Б,Отрадное,
667,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298264627/,Москва,sale,flat,11,14,3,65.2,-1,0,13190000,Новогиреево,Зеленый проспект,76,Новогиреево,
668,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298204543/,Москва,sale,flat,6,8,-1,32.6,-1,0,13800000,Преображенское,Электрозаводская ,33С5,Преображенская площадь,Апартаменты Берег Яузы
669,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299575868/,Москва,sale,flat,21,31,1,41.0,-1,0,14500000,Северное Измайлово, Константина Федина,13,Щёлковская,
670,Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297238686/,Москва,sale,flat,7,9,4,86.6,-1,0,17761660,,,5/2,Аэропорт Внуково,"Новые Ватутинки, мкр.  Заречный"
671,А101,developer,https://www.cian.ru/sale/flat/299534799/,Москва,sale,flat,10,12,4,77.4,-1,0,18281412,,,,Улица Скобелевская,Скандинавия
672,А101,developer,https://www.cian.ru/sale/flat/300219973/,Москва,sale,flat,3,15,4,64.6,-1,0,21016835,,,6к5,Саларьево,Прокшино ЖК
673,Э.К. Девелопмент,developer,https://www.cian.ru/sale/flat/299892591/,Москва,sale,flat,14,26,3,79.0,-1,0,22665600,Чертаново Южное,Варшавское шоссе,170Ек3,Лесопарковая,Зеленая Вертикаль
674,Пионер,developer,https://www.cian.ru/sale/flat/292949807/,Москва,sale,flat,22,25,2,62.46,-1,0,24461063,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
675,Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516165/,Москва,sale,flat,2,12,1,55.93,-1,0,26712168,,,В19 кв-л,Павшино,Сберсити ЖК
676,Ташир,developer,https://www.cian.ru/sale/flat/297600427/,Москва,sale,flat,3,17,2,45.8,-1,0,28354780,Раменки,Мичуринский проспект,вл30Б,Раменки,Legacy
677,LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/300381505/,Москва,sale,flat,43,57,2,75.7,-1,0,31801570,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
678,КОРТРОС,developer,https://www.cian.ru/sale/flat/259280821/,Москва,sale,flat,11,14,3,75.47,-1,0,33945651,Пресненский,,,Шелепиха,Хедлайнер ЖК
679,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298335221/,Москва,sale,flat,9,14,3,81.0,-1,0,42500000,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
680,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299888104/,Москва,sale,flat,44,65,1,52.0,-1,0,44000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
681,MR Group,developer,https://www.cian.ru/sale/flat/298317485/,Москва,sale,flat,37,43,3,104.4,-1,0,44391924,Западное Дегунино,Ильменский проезд,14к1,Селигерская,Селигер Сити
682,РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/298395468/,Москва,sale,flat,19,25,3,109.4,-1,0,45204080,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
683,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/292643004/,Москва,sale,flat,10,34,3,120.0,-1,0,45900000,Аэропорт,Кочновский проезд,4к2,Аэропорт,Аэробус
684,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300610100/,Москва,sale,flat,3,24,2,70.0,-1,0,46500000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
685,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/288662298/,Москва,sale,flat,37,43,4,123.3,-1,0,49500000,Хорошевский,Хорошевское шоссе,16к1,Беговая,Дом на Беговой
686,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/297172385/,Москва,sale,flat,12,14,4,93.0,-1,0,72250000,Раменки,проспект Генерала Дорохова,39к1А,Минская,Собрание клубных домов West Garden
687,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/283967307/,Москва,sale,flat,9,12,3,101.1,-1,0,75000000,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
688,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/285554427/,Москва,sale,flat,2,5,2,75.1,-1,0,84500000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
689,HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/299563780/,Москва,sale,flat,60,78,3,115.0,-1,0,90000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
690,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/293100672/,Москва,sale,flat,2,5,3,207.4,-1,0,467209500,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
691,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294005129/,Москва,sale,flat,6,6,5,640.0,-1,0,1200000000,Пресненский,Большая Никитская ,45,Баррикадная,Большая Никитская 45
692,Анастасия Горбатова,realtor,https://www.cian.ru/sale/flat/300703069/,Москва,sale,flat,3,12,2,38.8,-1,0,13850000,Северное Измайлово,Щелковское шоссе,78,Щёлковская,
693,Level Group,developer,https://www.cian.ru/sale/flat/298393550/,Москва,sale,flat,20,24,3,67.2,-1,0,17781400,Покровское-Стрешнево,проезд Проектируемый № 3959,,Тушинская,Апартаментный комплекс Level Стрешнево
694,St Michael,developer,https://www.cian.ru/sale/flat/298001269/,Москва,sale,flat,3,21,3,65.92,-1,0,26908020,Хорошевский,,,Полежаевская,Зорге 9 ЖК
695,Колди,developer,https://www.cian.ru/sale/flat/298656362/,Москва,sale,flat,5,21,3,105.0,-1,0,29668485,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
696,MR Group,developer,https://www.cian.ru/sale/flat/299282129/,Москва,sale,flat,2,44,3,84.18,-1,0,32047326,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
697,Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298380258/,Москва,sale,flat,14,19,3,83.3,-1,0,36735300,Щукино, Расплетина,2к1,Октябрьское поле,Театральный квартал
698,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/299528147/,Москва,sale,flat,13,36,2,63.5,-1,0,39900000,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
699,HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/299778855/,Москва,sale,flat,58,78,2,75.0,-1,0,45000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
700,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300670564/,Москва,sale,flat,4,37,2,74.7,-1,0,46500000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
701,ДОНСТРОЙ,developer,https://www.cian.ru/sale/flat/298028405/,Москва,sale,flat,43,49,3,103.3,-1,0,49315420,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
702,Елена Иванова,realtor,https://www.cian.ru/sale/flat/297999736/,Москва,sale,flat,10,16,3,67.8,-1,0,49800000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
703,А101,developer,https://www.cian.ru/sale/flat/288822156/,Москва,sale,flat,16,16,5,144.6,-1,0,70980273,Сокол, Зорге,25С2,Панфиловская,Дом на Зорге
704,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298983950/,Москва,sale,flat,5,6,4,95.0,-1,0,72000000,Арбат, Арбат,47/23,Смоленская,
705,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/290001136/,Москва,sale,flat,2,6,2,75.0,-1,0,84750000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
706,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300018508/,Москва,sale,flat,8,14,3,92.1,-1,0,90800000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
707,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/291515202/,Москва,sale,flat,3,4,5,211.3,-1,0,105000000,Крылатское,Островной проезд,7К1,Молодёжная,Остров Фантазий
708,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/300774298/,Москва,sale,flat,7,15,4,203.3,-1,0,140000000,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
709,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299418798/,Москва,sale,flat,6,17,4,146.0,-1,0,145000000,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide
710,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296202962/,Москва,sale,flat,33,53,3,163.0,-1,0,175000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
711,Capital Group,developer,https://www.cian.ru/sale/flat/284503838/,Москва,sale,flat,59,67,5,197.2,-1,0,199566400,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
712,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300474463/,Москва,sale,flat,3,4,5,246.0,-1,0,270000000,Хамовники, Пречистенка,27,Парк Культуры,
713,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006030/,Москва,sale,flat,2,8,3,132.6,-1,0,355079220,Пресненский,Богословский переулок,12А,Пушкинская,Сытинский
714,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300119085/,Москва,sale,flat,7,7,4,283.0,-1,0,560000000,Пресненский,Электрический переулок,10,Белорусская,Edison House
715,А101,developer,https://www.cian.ru/sale/flat/292130792/,Москва,sale,flat,5,15,4,62.4,-1,0,12135614,,,,Ольховая,Деснаречье ЖК
716,А101,developer,https://www.cian.ru/sale/flat/295067277/,Москва,sale,flat,2,9,4,79.4,-1,0,12375999,,,,Толстопальцево,Родные кварталы
717,Группа Родина,developer,https://www.cian.ru/sale/flat/293200665/,Москва,sale,flat,6,13,2,52.8,-1,0,15142400,, 1-я Ватутинская,12к2,Ольховая,Russian Design District
718,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779311/,Москва,sale,flat,3,25,2,43.2,-1,0,18500000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
719,MR Group,developer,https://www.cian.ru/sale/flat/300575332/,Москва,sale,flat,10,29,3,81.4,-1,0,26113446,Южнопортовый,Волгоградский проспект,32/3к4,Дубровка,Метрополия
720,Мангазея,developer,https://www.cian.ru/sale/flat/299168040/,Москва,sale,flat,-1,-1,-1,1.0,-1,0,27361800,Щукино,Щукинская ,,Щукинская,Интонация
721,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294206662/,Москва,sale,flat,11,22,3,77.0,-1,0,27990000,Марфино, Академика Комарова,3к2,Улица Милашенкова,Марфино
722,MR Group,developer,https://www.cian.ru/sale/flat/298871492/,Москва,sale,flat,27,48,3,86.7,-1,0,29562099,Покровское-Стрешнево,Вишневая ,7С128,Тушинская,Мультиквартал CITYZEN
723,Компания Пионер,developer,https://www.cian.ru/sale/flat/300328226/,Москва,sale,flat,13,26,2,44.2,-1,0,29897543,Даниловский,,,Павелецкая,Хай Лайф ЖК
724,Sminex,developer,https://www.cian.ru/sale/flat/293711736/,Москва,sale,flat,6,27,2,69.14,-1,0,31960000,Марфино, Академика Королева,21,Телецентр,Дом Достижение
725,Level Group,developer,https://www.cian.ru/sale/flat/299391125/,Москва,sale,flat,9,11,3,74.4,-1,0,32502748,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
726,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297764809/,Москва,sale,flat,3,15,3,94.0,-1,0,35000000,Пресненский,Зоологическая ,30С2,Баррикадная,
727,Forma,developer,https://www.cian.ru/sale/flat/298002860/,Москва,sale,flat,12,25,3,86.4,-1,0,40224384,Печатники,Южнопортовая ,,Печатники,Portland
728,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298256924/,Москва,sale,flat,2,7,2,82.6,-1,0,43000000,Беговой,Ленинградский проспект,15С28,Белорусская,Bolshevik
729,Центр-Инвест,representative_developer,https://www.cian.ru/sale/flat/298334202/,Москва,sale,flat,8,28,3,81.8,-1,0,43336265,Раменки,Винницкая ,8к2,Раменки,Настоящее
730,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296060032/,Москва,sale,flat,5,8,2,52.7,-1,0,49000000,Таганский,Славянская площадь,2/5с1,Китай-город,LUMIN
731,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298976840/,Москва,sale,flat,2,3,2,77.0,-1,0,50000000,Хамовники,Саввинская набережная,5,Киевская,
732,Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/294265604/,Москва,sale,flat,10,14,3,70.2,-1,0,50000000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
733,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296779510/,Москва,sale,flat,2,7,3,108.0,-1,0,51840000,Тверской,1-я Миусская ,24/22С4,Менделеевская,
734,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299837994/,Москва,sale,flat,32,38,3,76.0,-1,0,54000000,Щукино,Авиационная ,79В,Щукинская,Алые Паруса
735,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300191551/,Москва,sale,flat,5,23,3,98.3,-1,0,60000000,Щукино, Расплетина,22к2,Октябрьское поле,Северная Звезда
736,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300668175/,Москва,sale,flat,9,25,4,90.0,-1,0,60000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
737,ID 109135729,realtor,https://www.cian.ru/sale/flat/300650872/,Москва,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский,Лаки жилой квартал,,Улица 1905 года,Lucky
738,Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300577056/,Москва,sale,flat,35,78,2,83.0,-1,0,63000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
739,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294361246/,Москва,sale,flat,18,25,3,98.0,-1,0,66500000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
740,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300690374/,Москва,sale,flat,5,6,4,95.0,-1,0,72000000,Арбат, Арбат,47/23,Смоленская,
741,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299884215/,Москва,sale,flat,18,22,4,135.0,-1,0,83000000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
742,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299250886/,Москва,sale,flat,14,17,2,69.0,-1,0,86000000,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
743,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296478021/,Москва,sale,flat,13,25,3,88.4,-1,0,88000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
744,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299717440/,Москва,sale,flat,18,21,3,290.7,-1,0,99000000,Тропарево-Никулино,проспект Вернадского,92К1,Юго-Западная,Корона Эйр
745,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300605270/,Москва,sale,flat,14,20,3,132.5,-1,0,110000000,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево
746,HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/299563562/,Москва,sale,flat,26,75,3,185.0,-1,0,112000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
747,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297078884/,Москва,sale,flat,7,10,4,201.0,-1,0,140000000,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
748,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299560777/,Москва,sale,flat,6,17,4,146.0,-1,0,145000000,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide
749,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299710231/,Москва,sale,flat,3,4,5,170.6,-1,0,150000000,Хамовники,Гагаринский переулок,35,Смоленская,
750,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298833706/,Москва,sale,flat,70,75,3,100.0,-1,0,178000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
751,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300540957/,Москва,sale,flat,3,5,4,169.7,-1,0,180000000,Пресненский,Большой Тишинский переулок,30/44с1,Улица 1905 года,Fantastic House
752,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294029718/,Москва,sale,flat,47,54,3,163.0,-1,0,188800000,Раменки,Мосфильмовская ,8,Минская,Дом на Мосфильмовской
753,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299892821/,Москва,sale,flat,2,4,3,140.0,-1,0,229370720,Мещанский,Рождественский бульвар,10/7С1,Трубная,
754,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298678670/,Москва,sale,flat,19,21,4,138.5,-1,0,249655000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
755,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300285745/,Москва,sale,flat,2,6,3,151.3,-1,0,300000000,Хамовники, Плющиха,37,Киевская,Клубный дом Bunin
756,Bespoke Estate,real_estate_agent,https://www.cian.ru/sale/flat/295118857/,Москва,sale,flat,2,8,3,132.6,-1,0,355079220,Пресненский,Богословский переулок,12А,Пушкинская,Сытинский
757,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298828114/,Москва,sale,flat,6,9,4,283.4,-1,0,560000000,Пресненский,Электрический переулок,10,Белорусская,Edison House
758,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/296485790/,Москва,sale,flat,5,7,3,75.33,-1,0,12300000,, Медовая Долина,3к2,Рассказовка,Баркли Медовая долина
759,Сергей Муравьев,realtor,https://www.cian.ru/sale/flat/300427699/,Москва,sale,flat,2,9,2,45.0,-1,0,14100000,Богородское,бульвар Маршала Рокоссовского,17,Бульвар Рокоссовского,
760,3SGroup,developer,https://www.cian.ru/sale/flat/299381059/,Москва,sale,flat,2,17,3,65.6,-1,0,14432000,,,,Корниловская,FOREVILLE
761,Ксения Шахматова,realtor,https://www.cian.ru/sale/flat/300696038/,Москва,sale,flat,11,12,2,52.0,-1,0,14900000,Орехово-Борисово Северное,Шипиловская ,5к1,Орехово,
762,ID 72471243,official_representative,https://www.cian.ru/sale/flat/297687026/,Москва,sale,flat,1,9,-1,63.2,-1,0,17900000,Академический,Профсоюзная ,18К1,Академическая,
763,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297720778/,Москва,sale,flat,11,21,2,54.4,-1,0,22290000,Хорошево-Мневники,3-я Хорошевская ,17А,Зорге,Вереск
764,ID 61410788,unknown,https://www.cian.ru/sale/flat/300686954/,Москва,sale,flat,2,5,4,75.0,-1,0,28900000,Даниловский, Шухова,13К1,Шаболовская,
765,Unique,real_estate_agent,https://www.cian.ru/sale/flat/287678758/,Москва,sale,flat,4,26,1,46.0,-1,0,32000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
766,RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/296768539/,Москва,sale,flat,3,4,3,79.0,-1,0,32900000,Замоскворечье,Большая Серпуховская ,44,Серпуховская,
767,ID 111240424,homeowner,https://www.cian.ru/sale/flat/300143306/,Москва,sale,flat,38,52,2,63.0,-1,0,36000000,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
768,Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370749/,Москва,sale,flat,3,6,3,79.4,-1,0,36206400,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
769,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/299566213/,Москва,sale,flat,10,25,3,91.0,-1,0,37500000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
770,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297879693/,Москва,sale,flat,23,25,3,81.0,-1,0,37900000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
771,CENTURY 21,real_estate_agent,https://www.cian.ru/sale/flat/300666391/,Москва,sale,flat,10,10,4,102.6,-1,0,39000000,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land
772,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290825191/,Москва,sale,flat,7,16,2,74.0,-1,0,39000000,Раменки,Минская ,1ГК1,Минская,Золотые Ключи 2
773,ЖИR Private,real_estate_agent,https://www.cian.ru/sale/flat/300103623/,Москва,sale,flat,12,31,3,64.0,-1,0,40600000,Филевский парк,Багратионовский проезд,5к2,Фили,Filicity
774,ФСК,developer,https://www.cian.ru/sale/flat/243300851/,Москва,sale,flat,2,29,3,69.2,-1,0,43872800,Ростокино,,,Ботанический сад,Режиссер ЖК
775,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/272037601/,Москва,sale,flat,14,20,3,94.0,-1,0,53000000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
776,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297313098/,Москва,sale,flat,3,21,2,56.6,-1,0,58298000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
777,RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/300563675/,Москва,sale,flat,14,38,4,175.0,-1,0,68000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
778,Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/283627992/,Москва,sale,flat,54,67,2,82.0,-1,0,75000000,Пресненский,1-й Красногвардейский проезд,22с2,Деловой центр,NEVA TOWERS
779,Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293947936/,Москва,sale,flat,3,9,2,65.6,-1,0,82000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
780,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295086101/,Москва,sale,flat,21,36,4,133.0,-1,0,85000000,Раменки,Минская ,2,Минская,Долина Сетунь
781,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539700/,Москва,sale,flat,4,12,3,146.0,-1,0,106500000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
782,Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/283410183/,Москва,sale,flat,35,73,3,186.0,-1,0,110000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
783,Hutton Development,developer,https://www.cian.ru/sale/flat/293911236/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,172500000,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
784,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299532841/,Москва,sale,flat,4,10,5,198.8,-1,0,180000000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
785,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293641999/,Москва,sale,flat,47,54,3,160.0,-1,0,194800000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
786,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294563230/,Москва,sale,flat,24,42,4,212.0,-1,0,196227990,Щукино,Авиационная ,77,Щукинская,Алые Паруса
787,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300559301/,Москва,sale,flat,6,6,5,350.0,-1,0,220000000,Мещанский,Большой Сухаревский переулок,24,Сухаревская,
788,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/289915708/,Москва,sale,flat,2,7,3,151.0,-1,0,300000000,Хамовники, Плющиха,37,Киевская,Клубный дом Bunin
789,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/292396726/,Москва,sale,flat,2,5,4,132.0,-1,0,355079220,Хамовники, Усачева,3,Фрунзенская,Усадьба Трубецких
790,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/275372721/,Москва,sale,flat,7,8,-1,340.0,-1,0,590000000,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24"
791,Level Group,developer,https://www.cian.ru/sale/flat/298187757/,Москва,sale,flat,4,9,3,66.0,-1,0,19735470,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
792,ID 111759195,developer,https://www.cian.ru/sale/flat/296871909/,Москва,sale,flat,5,14,3,73.2,-1,0,20681488,Рязанский,Рязанский проспект,,Окская,balance
793,ID 111135638,homeowner,https://www.cian.ru/sale/flat/296125330/,Москва,sale,flat,10,40,1,44.98,-1,0,22500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
794,Level Group,developer,https://www.cian.ru/sale/flat/300172446/,Москва,sale,flat,13,33,2,45.5,-1,0,25595001,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
795,Level Group,developer,https://www.cian.ru/sale/flat/298744531/,Москва,sale,flat,6,42,3,78.2,-1,0,27854164,Очаково-Матвеевское,,к10,Аминьевская,Левел Мичуринский ЖК
796,ЭЛИТА-ЭКО,developer,https://www.cian.ru/sale/flat/292406324/,Москва,sale,flat,2,14,1,30.45,-1,0,29201550,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE
797,КРОСТ,developer,https://www.cian.ru/sale/flat/296745560/,Москва,sale,flat,36,47,3,83.2,-1,0,34112000,Хорошево-Мневники, Генерала Глаголева,14Ак1,,CRYSTAL Трилогия
798,TOUCH,developer,https://www.cian.ru/sale/flat/297850615/,Москва,sale,flat,2,8,2,65.32,-1,0,34438000,Южнопортовый,,к2,Дубровка,Шампайн ЖК
799,Основа,developer,https://www.cian.ru/sale/flat/292153870/,Москва,sale,flat,-1,-1,-1,100.7,-1,0,39776500,Хорошево-Мневники,2-й Силикатный проезд,,Полежаевская,Emotion
800,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/287929947/,Москва,sale,flat,7,22,2,75.0,-1,0,40000000,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
801,ID 90929057,homeowner,https://www.cian.ru/sale/flat/300111253/,Москва,sale,flat,10,36,2,75.9,-1,0,41750000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
802,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/298324517/,Москва,sale,flat,3,3,2,90.3,-1,0,43600000,Тверской,Оружейный переулок,23,Маяковская,
803,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300290030/,Москва,sale,flat,8,26,3,98.2,-1,0,52950000,Аэропорт,Ленинградский проспект,36с40,Динамо,ВТБ Арена парк
